t_to_trip_s,vDcInst,set_freq,iq_shed
-7.44,459.34,5.0,0.9999
-7.36,459.58,5.0,0.9999
-7.28,459.58,5.0,0.9999
-7.2,459.58,5.0,0.9999
-7.12,459.58,5.0,0.9999
-7.04,459.58,5.0,0.9999
-6.96,459.58,5.0,0.9999
-6.88,459.58,5.0,0.9999
-6.8,459.34,5.0,0.9999
-6.72,459.58,5.0,0.9999
-6.64,459.34,5.0,0.9999
-6.56,459.58,5.0,0.9999
-6.48,459.58,5.0,0.9999
-6.4,459.58,5.0,0.9999
-6.32,459.58,5.0,0.9999
-6.24,459.58,5.0,0.9999
-6.16,459.58,5.0,0.9999
-6.08,459.58,5.0,0.9999
-6.0,459.58,5.0,0.9999
-5.92,459.58,5.0,0.9999
-5.84,459.58,5.0,0.9999
-5.76,459.58,5.0,0.9999
-5.68,459.58,5.0,0.9999
-5.6,459.58,5.0,0.9999
-5.52,459.58,5.0,0.9999
-5.44,459.58,5.0,0.9999
-5.36,459.58,5.0,0.9999
-5.28,459.58,5.0,0.9999
-5.2,459.58,5.0,0.9999
-5.12,459.58,5.0,0.9999
-5.04,459.58,5.0,0.9999
-4.96,459.58,5.0,0.9999
-4.88,459.58,5.0,0.9999
-4.8,459.58,5.0,0.9999
-4.72,459.58,5.0,0.9999
-4.64,459.34,5.0,0.9999
-4.56,459.58,5.0,0.9999
-4.48,459.58,5.0,0.9999
-4.4,459.34,5.0,0.9999
-4.32,459.58,5.0,0.9999
-4.24,459.58,5.0,0.9999
-4.16,459.58,5.0,0.9999
-4.08,459.58,5.0,0.9999
-4.0,459.58,5.0,0.9999
-3.92,459.58,5.0,0.9999
-3.84,459.58,5.0,0.9999
-3.76,459.58,5.0,0.9999
-3.68,459.58,5.0,0.9999
-3.6,459.58,5.0,0.9999
-3.52,459.82,5.0,0.9999
-3.44,459.82,5.0,0.9999
-3.36,459.82,5.0,0.9999
-3.28,459.82,5.0,0.9999
-3.2,459.82,5.0,0.9999
-3.12,459.82,5.0,0.9999
-3.04,459.58,5.0,0.9999
-2.96,459.58,5.0,0.9999
-2.88,459.58,5.0,0.9999
-2.8,459.82,5.0,0.9999
-2.72,459.82,5.0,0.9999
-2.64,459.58,5.0,0.9999
-2.56,459.82,5.0,0.9999
-2.48,459.82,5.0,0.9999
-2.4,459.82,5.0,0.9999
-2.32,459.58,5.0,0.9999
-2.24,459.82,5.0,0.9999
-2.16,459.82,5.0,0.9999
-2.08,459.82,5.0,0.9999
-2.0,459.82,5.0,0.9999
-1.92,459.82,5.0,0.9999
-1.84,459.82,5.0,0.9999
-1.76,459.82,5.0,0.9999
-1.68,459.82,5.0,0.9999
-1.6,459.82,5.0,0.9999
-1.52,459.82,5.0,0.9999
-1.44,459.82,5.0,0.9999
-1.36,459.82,5.0,0.9999
-1.28,459.58,5.0,0.9999
-1.2,459.58,5.0,0.9999
-1.12,459.58,5.0,0.9999
-1.04,459.58,5.0,0.9999
-0.96,459.58,5.0,0.9999
-0.88,459.58,5.0,0.9999
-0.8,459.58,5.0,0.9999
-0.72,459.58,5.0,0.9999
-0.64,459.58,5.0,0.9999
-0.56,459.82,0.1,1.0
-0.48,459.58,0.1,1.0
-0.4,438.54,0.1,1.0
-0.32,419.2,0.1,1.0
-0.24,401.56,0.3,1.0
-0.16,384.87,0.3,1.0
-0.08,337.25,0.3,1.0
0.0,260.13,0.3,1.0
