iso,t_s,VDC,IDC,P_W,hz,modidx,sts,Q_m3h,meter_m3,kWh,m3
2026-09-14T14:16:36,785.4,469.5,30.15,14158,46.12,0.940,1,52.23,5484.171,3.1395,11.3627
2026-09-14T14:16:39,788.6,470.2,30.02,14116,46.12,0.940,1,52.27,5484.215,3.1520,11.4091
2026-09-14T14:16:42,791.8,466.9,30.68,14326,46.12,0.940,1,52.26,5484.258,3.1647,11.4555
2026-09-14T14:16:46,795.0,469.2,30.23,14186,46.08,0.940,1,52.27,5484.302,3.1773,11.5019
2026-09-14T14:16:49,798.2,469.8,30.10,14141,46.12,0.940,1,52.27,5484.360,3.1899,11.5484
2026-09-14T14:16:52,801.4,467.2,30.62,14307,46.12,0.940,1,52.29,5484.404,3.2026,11.5948
2026-09-14T14:16:55,804.6,466.8,30.69,14324,46.08,0.940,1,52.21,5484.447,3.2153,11.6412
2026-09-14T14:16:58,807.8,465.0,30.99,14414,46.48,0.940,1,52.13,5484.491,3.2281,11.6875
2026-09-14T14:17:02,811.0,465.4,30.92,14391,46.48,0.940,1,52.11,5484.534,3.2409,11.7338
2026-09-14T14:17:05,814.2,470.7,29.86,14055,45.72,0.940,1,52.16,5484.592,3.2534,11.7802
2026-09-14T14:17:08,817.4,474.0,29.11,13798,45.72,0.940,1,52.19,5484.635,3.2657,11.8265
2026-09-14T14:17:11,820.6,469.2,30.15,14147,46.12,0.940,1,52.22,5484.679,3.2782,11.8729
2026-09-14T14:17:14,823.8,469.6,30.06,14115,46.12,0.940,1,52.21,5484.722,3.2908,11.9193
2026-09-14T14:17:18,826.9,470.6,29.86,14053,45.72,0.940,1,52.27,5484.766,3.3032,11.9657
2026-09-14T14:17:21,830.1,467.7,30.37,14205,46.08,0.940,1,52.39,5484.824,3.3159,12.0123
2026-09-14T14:17:24,833.3,467.1,30.49,14241,46.08,0.940,1,52.47,5484.868,3.3285,12.0589
2026-09-14T14:17:27,836.5,470.5,29.79,14014,45.72,0.940,1,52.41,5484.911,3.3410,12.1054
2026-09-14T14:17:30,839.7,470.1,29.84,14027,45.72,0.940,1,52.27,5484.955,3.3534,12.1519
2026-09-14T14:17:34,842.9,471.3,29.66,13977,45.72,0.940,1,52.11,5484.999,3.3658,12.1981
2026-09-14T14:17:37,846.1,468.9,30.14,14133,46.12,0.940,1,52.12,5485.056,3.3784,12.2444
2026-09-14T14:17:40,849.3,473.2,29.16,13799,45.28,0.940,1,52.19,5485.100,3.3907,12.2908
2026-09-14T14:17:43,852.5,469.6,30.00,14089,46.08,0.940,1,52.26,5485.143,3.4031,12.3370
2026-09-14T14:17:46,855.7,466.8,30.57,14270,46.08,0.940,1,52.24,5485.187,3.4158,12.3834
2026-09-14T14:17:49,858.9,466.4,30.66,14300,46.12,0.940,1,52.19,5485.231,3.4285,12.4298
2026-09-14T14:17:53,862.1,470.3,29.89,14056,45.72,0.940,1,52.17,5485.289,3.4410,12.4761
2026-09-14T14:17:56,865.3,468.7,30.22,14165,46.08,0.940,1,52.17,5485.332,3.4536,12.5224
2026-09-14T14:17:59,868.5,471.1,29.73,14004,45.72,0.940,1,52.23,5485.375,3.4660,12.5688
2026-09-14T14:18:02,871.7,470.5,29.83,14036,45.72,0.940,1,52.30,5485.419,3.4785,12.6153
2026-09-14T14:18:05,874.9,465.9,30.74,14320,46.08,0.940,1,52.35,5485.463,3.4912,12.6618
2026-09-14T14:18:09,878.1,470.9,29.73,14002,45.68,0.940,1,52.37,5485.521,3.5036,12.7083
2026-09-14T14:18:12,881.3,476.3,28.50,13571,45.28,0.940,1,52.36,5485.564,3.5157,12.7548
2026-09-14T14:18:15,884.5,465.9,30.71,14308,46.08,0.940,1,52.27,5485.608,3.5284,12.8013
2026-09-14T14:18:18,887.7,465.8,30.73,14313,46.08,0.940,1,52.28,5485.652,3.5411,12.8477
2026-09-14T14:18:21,890.9,472.0,29.39,13872,45.72,0.940,1,52.26,5485.695,3.5534,12.8942
2026-09-14T14:18:25,894.1,470.3,29.76,13997,45.72,0.940,1,52.28,5485.753,3.5659,12.9406
2026-09-14T14:18:28,897.3,469.4,29.93,14049,46.08,0.940,1,52.15,5485.797,3.5783,12.9869
2026-09-14T14:18:31,900.5,468.3,30.23,14156,46.08,0.940,1,51.97,5485.840,3.5909,13.0331
2026-09-14T14:18:34,903.7,468.8,30.11,14118,46.12,0.940,1,51.90,5485.883,3.6035,13.0792
2026-09-14T14:18:37,906.9,469.0,30.07,14104,46.08,0.940,1,51.92,5485.927,3.6160,13.1253
2026-09-14T14:18:41,910.1,469.6,29.95,14064,45.68,0.940,1,52.07,5485.984,3.6285,13.1716
2026-09-14T14:18:44,913.3,472.2,29.39,13876,45.68,0.940,1,52.13,5486.028,3.6408,13.2179
2026-09-14T14:18:47,916.5,468.7,30.11,14113,46.08,0.940,1,52.18,5486.071,3.6533,13.2642
2026-09-14T14:18:50,919.7,473.5,29.08,13771,45.32,0.940,1,52.22,5486.115,3.6656,13.3106
2026-09-14T14:18:53,922.9,467.8,30.28,14167,46.08,0.940,1,52.17,5486.158,3.6782,13.3570
2026-09-14T14:18:57,926.1,468.4,30.15,14124,46.08,0.940,1,52.07,5486.216,3.6907,13.4032
2026-09-14T14:19:00,929.3,466.4,30.17,14074,46.08,0.940,1,51.93,5486.260,3.7032,13.4494
2026-09-14T14:19:03,932.5,473.0,29.17,13795,45.72,0.940,1,51.99,5486.303,3.7155,13.4956
2026-09-14T14:19:06,935.7,470.8,29.63,13951,45.68,0.940,1,52.14,5486.346,3.7279,13.5419
2026-09-14T14:19:09,938.9,472.1,29.33,13847,45.72,0.940,1,52.28,5486.390,3.7402,13.5883
2026-09-14T14:19:13,942.1,468.6,30.05,14080,46.08,0.940,1,52.35,5486.448,3.7527,13.6348
2026-09-14T14:19:16,945.3,472.5,29.21,13801,45.72,0.940,1,52.34,5486.491,3.7649,13.6813
2026-09-14T14:19:19,948.5,470.9,29.44,13861,45.68,0.940,1,52.37,5486.535,3.7772,13.7278
2026-09-14T14:19:22,951.7,467.6,30.09,14070,46.08,0.940,1,52.27,5486.579,3.7897,13.7743
2026-09-14T14:19:25,954.9,468.5,29.89,14007,45.72,0.940,1,52.16,5486.622,3.8022,13.8206
2026-09-14T14:19:29,958.0,466.5,30.36,14161,46.08,0.940,1,51.98,5486.680,3.8148,13.8668
2026-09-14T14:19:32,961.2,467.2,30.21,14113,46.08,0.940,1,51.92,5486.723,3.8273,13.9129
2026-09-14T14:19:35,964.4,468.6,29.91,14016,45.72,0.940,1,51.93,5486.767,3.8398,13.9590
2026-09-14T14:19:38,967.6,471.7,29.26,13803,45.68,0.940,1,51.95,5486.810,3.8520,14.0052
2026-09-14T14:19:41,970.8,469.5,29.71,13950,45.72,0.940,1,51.88,5486.853,3.8644,14.0513
2026-09-14T14:19:45,974.0,468.9,29.83,13988,45.68,0.940,1,51.76,5486.911,3.8768,14.0972
2026-09-14T14:19:48,977.2,472.5,29.08,13741,45.32,0.940,1,51.65,5486.954,3.8890,14.1431
2026-09-14T14:19:51,980.4,471.8,29.22,13784,45.32,0.940,1,51.63,5486.997,3.9013,14.1890
2026-09-14T14:19:54,983.6,473.0,28.93,13687,45.32,0.940,1,51.64,5487.040,3.9134,14.2349
2026-09-14T14:19:57,986.8,467.2,30.13,14077,46.12,0.940,1,51.65,5487.083,3.9259,14.2807
2026-09-14T14:20:01,990.0,467.7,30.02,14041,46.08,0.940,1,51.69,5487.126,3.9384,14.3267
2026-09-14T14:20:04,993.2,473.2,28.88,13665,45.32,0.940,1,51.71,5487.183,3.9506,14.3726
2026-09-14T14:20:07,996.4,470.9,29.37,13830,45.68,0.940,1,51.67,5487.227,3.9628,14.4185
2026-09-14T14:20:10,999.6,468.2,29.92,14009,45.68,0.940,1,51.57,5487.270,3.9753,14.4643
2026-09-14T14:20:13,1002.8,467.7,30.02,14041,46.08,0.940,1,51.50,5487.312,3.9878,14.5101
2026-09-14T14:20:17,1006.0,469.9,29.48,13854,45.68,0.940,1,51.53,5487.370,4.0001,14.5558
2026-09-14T14:20:20,1009.2,470.5,29.36,13814,45.68,0.940,1,51.59,5487.413,4.0123,14.6016
2026-09-14T14:20:23,1012.4,471.4,29.19,13758,45.68,0.940,1,51.66,5487.456,4.0246,14.6475
2026-09-14T14:20:26,1015.6,469.3,29.70,13939,45.72,0.940,1,51.77,5487.499,4.0369,14.6935
2026-09-14T14:20:29,1018.8,466.3,30.29,14122,46.08,0.940,1,51.92,5487.542,4.0495,14.7397
2026-09-14T14:20:33,1022.0,468.5,29.89,14003,45.68,0.940,1,51.98,5487.585,4.0619,14.7858
2026-09-14T14:20:36,1025.2,467.9,30.01,14038,45.72,0.940,1,51.93,5487.643,4.0744,14.8320
2026-09-14T14:20:39,1028.4,469.7,29.66,13930,45.72,0.940,1,51.86,5487.686,4.0868,14.8780
2026-09-14T14:20:42,1031.6,469.0,29.81,13977,45.72,0.940,1,51.75,5487.729,4.0992,14.9240
2026-09-14T14:20:45,1034.8,467.4,30.10,14071,46.08,0.940,1,51.64,5487.773,4.1117,14.9699
2026-09-14T14:20:49,1038.0,467.8,30.01,14038,45.72,0.940,1,51.68,5487.830,4.1242,15.0158
2026-09-14T14:20:52,1041.2,476.2,28.16,13410,44.92,0.940,1,51.78,5487.873,4.1361,15.0618
2026-09-14T14:20:55,1044.4,468.0,29.91,13998,45.72,0.940,1,51.77,5487.916,4.1485,15.1078
2026-09-14T14:20:58,1047.6,467.6,29.94,14000,45.68,0.940,1,51.74,5487.959,4.1609,15.1537
2026-09-14T14:21:01,1050.8,473.1,28.75,13601,45.32,0.940,1,51.79,5488.002,4.1730,15.1997
2026-09-14T14:21:05,1054.0,467.9,29.81,13950,45.68,0.940,1,51.88,5488.046,4.1854,15.2458
2026-09-14T14:21:08,1057.2,471.2,29.11,13715,45.32,0.940,1,51.87,5488.103,4.1976,15.2919
2026-09-14T14:21:11,1060.4,466.1,30.07,14014,45.68,0.940,1,51.73,5488.146,4.2100,15.3379
2026-09-14T14:21:14,1063.6,471.3,28.93,13637,45.32,0.940,1,51.68,5488.190,4.2222,15.3838
2026-09-14T14:21:17,1066.8,468.7,29.41,13787,45.68,0.940,1,51.70,5488.233,4.2344,15.4297
2026-09-14T14:21:21,1070.0,469.7,29.21,13720,45.28,0.940,1,51.68,5488.276,4.2466,15.4756
2026-09-14T14:21:24,1073.2,469.0,29.33,13754,45.68,0.940,1,51.52,5488.333,4.2588,15.5214
2026-09-14T14:21:27,1076.4,468.0,29.59,13848,45.68,0.940,1,51.39,5488.376,4.2711,15.5670
2026-09-14T14:21:30,1079.6,470.4,29.11,13693,45.28,0.940,1,51.38,5488.419,4.2833,15.6127
2026-09-14T14:21:33,1082.8,469.7,29.25,13738,45.32,0.940,1,51.45,5488.462,4.2955,15.6584
2026-09-14T14:21:37,1086.0,466.9,29.80,13914,45.72,0.940,1,51.35,5488.504,4.3078,15.7040
2026-09-14T14:21:40,1089.2,470.3,29.11,13688,45.32,0.940,1,51.22,5488.561,4.3200,15.7495
2026-09-14T14:21:43,1092.4,465.3,30.07,13989,45.68,0.940,1,51.18,5488.604,4.3324,15.7950
2026-09-14T14:21:46,1095.6,469.1,29.32,13754,45.68,0.940,1,51.22,5488.647,4.3447,15.8405
2026-09-14T14:21:49,1098.8,467.7,29.58,13834,45.68,0.940,1,51.20,5488.689,4.3569,15.8859
2026-09-14T14:21:53,1102.0,463.2,30.37,14067,46.08,0.940,1,51.14,5488.732,4.3694,15.9314
2026-09-14T14:21:56,1105.2,468.5,29.40,13775,45.72,0.940,1,51.11,5488.789,4.3817,15.9768
2026-09-14T14:21:59,1108.3,472.9,28.49,13475,45.32,0.940,1,51.12,5488.831,4.3936,16.0220
2026-09-14T14:22:02,1111.5,471.7,28.76,13567,45.28,0.940,1,51.15,5488.874,4.4056,16.0674
2026-09-14T14:22:05,1114.7,472.1,28.64,13522,45.32,0.940,1,51.21,5488.917,4.4177,16.1129
2026-09-14T14:22:09,1117.9,463.9,30.24,14029,46.08,0.940,1,51.23,5488.959,4.4301,16.1584
2026-09-14T14:22:12,1121.1,466.7,29.63,13828,45.68,0.940,1,51.21,5489.016,4.4425,16.2041
2026-09-14T14:22:15,1124.3,465.6,29.86,13903,45.68,0.940,1,51.13,5489.059,4.4548,16.2495
2026-09-14T14:22:18,1127.5,469.1,29.17,13682,45.32,0.940,1,51.13,5489.102,4.4670,16.2950
2026-09-14T14:22:21,1130.7,468.3,29.33,13735,45.72,0.940,1,51.23,5489.144,4.4792,16.3405
2026-09-14T14:22:25,1133.9,465.7,29.90,13927,45.68,0.940,1,51.34,5489.187,4.4915,16.3861
2026-09-14T14:22:28,1137.1,469.6,29.16,13694,45.28,0.940,1,51.42,5489.244,4.5037,16.4317
2026-09-14T14:22:31,1140.3,469.0,29.28,13732,45.32,0.940,1,51.45,5489.287,4.5159,16.4774
2026-09-14T14:22:34,1143.5,472.7,28.52,13482,45.28,0.940,1,51.54,5489.330,4.5279,16.5232
2026-09-14T14:22:37,1146.7,467.5,29.59,13834,45.68,0.940,1,51.53,5489.373,4.5402,16.5690
2026-09-14T14:22:40,1149.9,469.6,29.19,13706,45.28,0.940,1,51.50,5489.416,4.5523,16.6148
2026-09-14T14:22:44,1153.1,473.2,28.42,13449,44.92,0.940,1,51.37,5489.473,4.5643,16.6604
2026-09-14T14:22:47,1156.3,467.5,29.60,13839,45.68,0.940,1,51.38,5489.516,4.5766,16.7060
2026-09-14T14:22:50,1159.5,470.1,29.10,13680,45.32,0.940,1,51.45,5489.558,4.5887,16.7517
2026-09-14T14:22:53,1162.7,469.6,29.19,13711,45.32,0.940,1,51.52,5489.601,4.6009,16.7975
2026-09-14T14:22:56,1165.9,472.8,28.54,13492,45.32,0.940,1,51.46,5489.644,4.6129,16.8432
2026-09-14T14:23:00,1169.1,471.7,28.78,13572,45.32,0.940,1,51.31,5489.701,4.6250,16.8888
2026-09-14T14:23:03,1172.3,465.6,29.96,13952,45.68,0.940,1,51.15,5489.744,4.6373,16.9343
2026-09-14T14:23:06,1175.5,468.8,29.38,13771,45.68,0.940,1,51.18,5489.787,4.6496,16.9797
2026-09-14T14:23:09,1178.7,469.4,29.27,13739,45.28,0.940,1,51.36,5489.829,4.6618,17.0253
2026-09-14T14:23:12,1181.9,471.7,28.71,13543,45.28,0.940,1,51.59,5489.872,4.6738,17.0712
2026-09-14T14:23:16,1185.1,469.7,29.15,13692,45.28,0.940,1,51.62,5489.930,4.6860,17.1170
2026-09-14T14:23:19,1188.3,468.9,29.29,13734,45.68,0.940,1,51.53,5489.973,4.6982,17.1628
2026-09-14T14:23:22,1191.5,467.6,29.61,13846,45.68,0.940,1,51.43,5490.016,4.7105,17.2085
2026-09-14T14:23:25,1194.7,470.2,29.10,13683,45.28,0.940,1,51.44,5490.058,4.7226,17.2542
2026-09-14T14:23:28,1197.9,468.6,29.41,13780,45.72,0.940,1,51.44,5490.101,4.7349,17.2999
2026-09-14T14:23:32,1201.1,472.9,28.52,13486,45.28,0.940,1,51.45,5490.158,4.7469,17.3456
2026-09-14T14:23:35,1204.3,467.6,29.57,13826,45.72,0.940,1,51.35,5490.201,4.7591,17.3912
2026-09-14T14:23:38,1207.5,468.3,29.43,13784,45.72,0.940,1,51.23,5490.244,4.7714,17.4367
2026-09-14T14:23:41,1210.7,473.3,28.41,13445,44.92,0.940,1,51.14,5490.287,4.7833,17.4821
2026-09-14T14:23:44,1213.9,467.3,29.62,13841,45.68,0.940,1,51.15,5490.329,4.7956,17.5276
2026-09-14T14:23:48,1217.1,478.2,27.23,13023,44.52,0.940,1,51.14,5490.386,4.8072,17.5730
2026-09-14T14:23:51,1220.3,469.5,29.19,13703,45.28,0.940,1,51.07,5490.429,4.8194,17.6184
2026-09-14T14:23:54,1223.5,469.1,29.25,13724,45.28,0.940,1,51.06,5490.471,4.8316,17.6637
2026-09-14T14:23:57,1226.7,470.4,29.01,13646,45.28,0.940,1,51.11,5490.514,4.8437,17.7091
2026-09-14T14:24:00,1229.9,469.7,29.13,13686,45.32,0.940,1,51.24,5490.556,4.8558,17.7547
2026-09-14T14:24:04,1233.1,472.5,28.57,13500,45.32,0.940,1,51.29,5490.613,4.8678,17.8002
2026-09-14T14:24:07,1236.3,464.3,30.14,13993,45.68,0.940,1,51.40,5490.656,4.8803,17.8459
2026-09-14T14:24:10,1239.5,473.5,28.26,13381,44.92,0.940,1,51.47,5490.699,4.8921,17.8916
2026-09-14T14:24:13,1242.7,473.5,28.27,13386,44.92,0.940,1,51.49,5490.742,4.9040,17.9373
2026-09-14T14:24:16,1245.9,468.1,29.34,13734,45.72,0.940,1,51.37,5490.785,4.9162,17.9830
2026-09-14T14:24:20,1249.1,465.6,29.90,13920,45.68,0.940,1,51.28,5490.828,4.9286,18.0285
2026-09-14T14:24:23,1252.3,467.2,29.59,13823,45.68,0.940,1,51.26,5490.885,4.9409,18.0741
2026-09-14T14:24:26,1255.5,469.2,29.22,13711,45.28,0.940,1,51.29,5490.927,4.9531,18.1196
2026-09-14T14:24:30,1259.2,468.9,29.27,13724,45.32,0.940,1,,,4.9674,18.1196
2026-09-14T14:24:33,1262.4,470.2,29.00,13637,45.28,0.940,1,51.08,5491.027,4.9795,18.1650
2026-09-14T14:24:36,1265.6,467.7,29.48,13788,45.68,0.940,1,51.05,5491.069,4.9917,18.2104
2026-09-14T14:24:39,1268.8,468.4,29.35,13750,45.68,0.940,1,51.12,5491.112,5.0040,18.2558
2026-09-14T14:24:43,1272.0,468.4,29.37,13755,45.68,0.940,1,51.13,5491.169,5.0162,18.3012
2026-09-14T14:24:46,1275.2,477.0,27.50,13118,44.52,0.940,1,51.11,5491.211,5.0278,18.3466
2026-09-14T14:24:49,1278.4,469.2,29.20,13700,45.28,0.940,1,51.04,5491.254,5.0400,18.3919
2026-09-14T14:24:52,1281.6,468.6,29.34,13745,45.68,0.940,1,51.11,5491.296,5.0522,18.4373
2026-09-14T14:24:55,1284.8,465.5,29.90,13919,45.68,0.940,1,51.19,5491.339,5.0646,18.4828
2026-09-14T14:24:59,1288.0,469.6,29.14,13683,45.28,0.940,1,51.26,5491.382,5.0767,18.5283
2026-09-14T14:25:02,1291.2,472.1,28.61,13507,45.32,0.940,1,51.18,5491.439,5.0887,18.5738
2026-09-14T14:25:05,1294.4,468.5,29.32,13736,45.28,0.940,1,51.17,5491.481,5.1009,18.6193
2026-09-14T14:25:08,1297.6,465.0,29.89,13899,45.68,0.940,1,51.19,5491.524,5.1133,18.6647
2026-09-14T14:25:11,1300.8,471.3,28.65,13502,45.28,0.940,1,51.31,5491.567,5.1253,18.7103
2026-09-14T14:25:15,1304.0,472.3,28.44,13434,44.92,0.940,1,51.32,5491.609,5.1372,18.7559
2026-09-14T14:25:18,1307.2,471.9,28.53,13464,45.32,0.940,1,51.32,5491.667,5.1492,18.8015
2026-09-14T14:25:21,1310.4,467.0,29.56,13803,45.68,0.940,1,51.20,5491.709,5.1614,18.8470
2026-09-14T14:25:24,1313.6,468.9,29.22,13698,45.28,0.940,1,51.08,5491.752,5.1736,18.8924
2026-09-14T14:25:27,1316.8,468.0,29.39,13754,45.68,0.940,1,50.95,5491.794,5.1858,18.9376
2026-09-14T14:25:31,1320.0,470.8,28.81,13566,45.28,0.940,1,50.81,5491.837,5.1979,18.9828
2026-09-14T14:25:34,1323.2,469.3,29.14,13674,45.28,0.940,1,50.76,5491.893,5.2100,19.0278
2026-09-14T14:25:37,1326.4,471.8,28.61,13497,45.32,0.940,1,50.83,5491.936,5.2220,19.0730
2026-09-14T14:25:40,1329.6,472.2,28.53,13474,45.32,0.940,1,50.99,5491.978,5.2340,19.1183
2026-09-14T14:25:43,1332.8,469.7,29.05,13643,45.28,0.940,1,51.03,5492.020,5.2461,19.1636
2026-09-14T14:25:47,1336.0,468.8,29.20,13692,45.32,0.940,1,51.10,5492.063,5.2583,19.2090
2026-09-14T14:25:50,1339.2,468.5,29.27,13711,45.32,0.940,1,51.21,5492.120,5.2704,19.2545
2026-09-14T14:25:53,1342.4,474.2,28.07,13313,44.92,0.940,1,51.19,5492.163,5.2823,19.3000
2026-09-14T14:25:56,1345.6,469.3,29.12,13663,45.28,0.940,1,51.04,5492.205,5.2944,19.3453
2026-09-14T14:25:59,1348.8,468.8,29.21,13695,45.28,0.940,1,50.85,5492.248,5.3066,19.3905
