t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,ADC_B_RAW,ADC_B_OFS,XSPARE5,ISR_CNT
348.858,13:23:50.686,462.626,34.988,16186.328,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.112,5.000,28.212303161621094,362.1538391113281,335.0,1.0
348.922,13:23:50.829,462.626,34.988,16186.328,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,61.185,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.067,13:23:50.894,462.626,34.988,16186.328,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,61.185,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.129,13:23:50.957,462.626,34.988,16186.328,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,61.185,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.193,13:23:51.101,464.038,34.679,16092.289,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.199,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.337,13:23:51.165,464.038,34.679,16092.289,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.199,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.402,13:23:51.421,464.038,34.679,16092.289,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.199,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.658,13:23:51.564,462.756,34.967,16181.062,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,61.222,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.801,13:23:51.629,462.756,34.967,16181.062,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,61.222,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.865,13:23:51.692,462.756,34.967,16181.062,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,61.222,5.000,28.212303161621094,362.1538391113281,335.0,1.0
349.929,13:23:52.103,462.756,34.967,16181.062,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,61.222,5.000,28.212303161621094,362.1538391113281,335.0,1.0
350.329,13:23:52.236,464.114,34.656,16084.341,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.277,5.000,28.212303161621094,362.1538391113281,335.0,1.0
350.474,13:23:52.492,464.228,34.638,16080.013,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.277,5.000,28.212303161621094,362.1538391113281,335.0,1.0
350.728,13:23:52.636,464.228,34.638,16080.013,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.323,5.000,28.212303161621094,362.1538391113281,335.0,1.0
350.873,13:23:52.700,464.255,34.627,16075.561,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.323,5.000,28.212303161621094,362.1538391113281,335.0,1.0
350.937,13:23:52.764,464.255,34.627,16075.561,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.323,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.000,13:23:52.908,464.255,34.627,16075.561,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.350,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.144,13:23:52.972,464.255,34.627,16075.561,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.350,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.208,13:23:53.035,464.255,34.627,16075.561,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.350,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.272,13:23:53.180,462.406,35.045,16205.134,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.350,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.417,13:23:53.244,462.406,35.045,16205.134,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.350,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.481,13:23:53.499,462.406,35.045,16205.134,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.350,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.736,13:23:53.644,466.449,34.118,15914.212,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.379,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.880,13:23:53.707,466.449,34.118,15914.212,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.379,5.000,28.212303161621094,362.1538391113281,335.0,1.0
351.945,13:23:53.772,466.449,34.118,15914.212,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.379,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.009,13:23:53.915,466.449,34.118,15914.212,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.403,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.152,13:23:53.979,462.495,35.029,16200.784,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.403,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.217,13:23:54.044,462.495,35.029,16200.784,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.403,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.280,13:23:54.188,462.495,35.029,16200.784,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.403,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.424,13:23:54.251,462.495,35.029,16200.784,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.403,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.488,13:23:54.508,457.604,36.029,16486.971,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.403,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.743,13:23:54.652,457.604,36.029,16486.971,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.457,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.887,13:23:54.715,466.334,34.158,15928.954,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.457,5.000,28.212303161621094,362.1538391113281,335.0,1.0
352.952,13:23:54.780,466.334,34.158,15928.954,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.457,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.016,13:23:54.923,466.334,34.158,15928.954,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.501,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.160,13:23:54.987,466.334,34.158,15928.954,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.501,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.223,13:23:55.050,466.334,34.158,15928.954,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.501,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.288,13:23:55.195,462.231,35.083,16216.546,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.561,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.432,13:23:55.259,462.231,35.083,16216.546,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.561,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.495,13:23:55.515,462.231,35.083,16216.546,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.561,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.750,13:23:55.658,457.378,36.059,16492.621,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.561,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.895,13:23:55.722,457.378,36.059,16492.621,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.561,5.000,28.212303161621094,362.1538391113281,335.0,1.0
353.959,13:23:55.786,457.378,36.059,16492.621,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.561,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.024,13:23:55.931,457.378,36.059,16492.621,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.617,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.168,13:23:55.995,466.241,34.176,15934.096,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.617,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.231,13:23:56.058,466.241,34.176,15934.096,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.617,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.295,13:23:56.203,466.241,34.176,15934.096,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.617,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.439,13:23:56.267,466.241,34.176,15934.096,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.617,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.503,13:23:56.521,460.711,35.392,16305.293,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.617,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.758,13:23:56.665,460.711,35.392,16305.293,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.679,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.902,13:23:56.729,465.834,34.260,15959.434,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.679,5.000,28.212303161621094,362.1538391113281,335.0,1.0
354.966,13:23:56.793,465.834,34.260,15959.434,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.679,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.031,13:23:56.937,465.834,34.260,15959.434,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.684,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.174,13:23:57.002,465.834,34.260,15959.434,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.684,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.238,13:23:57.065,465.834,34.260,15959.434,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.684,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.302,13:23:57.209,461.864,35.152,16235.517,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.719,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.446,13:23:57.273,461.864,35.152,16235.517,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.719,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.510,13:23:57.530,461.864,35.152,16235.517,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.719,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.766,13:23:57.672,461.822,35.161,16238.206,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.771,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.909,13:23:57.737,461.822,35.161,16238.206,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.771,5.000,28.212303161621094,362.1538391113281,335.0,1.0
355.974,13:23:57.801,461.822,35.161,16238.206,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.771,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.038,13:23:57.945,461.822,35.161,16238.206,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.759,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.182,13:23:58.010,465.883,34.243,15953.152,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.759,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.245,13:23:58.073,465.883,34.243,15953.152,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.759,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.309,13:23:58.217,465.883,34.243,15953.152,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.759,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.454,13:23:58.281,465.883,34.243,15953.152,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.759,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.518,13:23:58.536,461.802,35.141,16228.378,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.759,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.773,13:23:58.681,461.802,35.141,16228.378,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.802,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.917,13:23:58.744,465.006,34.436,16013.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.802,5.000,28.212303161621094,362.1538391113281,335.0,1.0
356.981,13:23:58.808,465.006,34.436,16013.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.802,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.044,13:23:58.953,465.006,34.436,16013.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.751,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.189,13:23:59.017,465.006,34.436,16013.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.751,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.254,13:23:59.081,465.006,34.436,16013.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.751,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.316,13:23:59.224,461.221,35.267,16265.830,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.812,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.460,13:23:59.288,461.221,35.267,16265.830,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.812,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.525,13:23:59.543,461.221,35.267,16265.830,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.812,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.781,13:23:59.688,465.598,34.301,15970.398,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.884,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.924,13:23:59.752,465.598,34.301,15970.398,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.884,5.000,28.212303161621094,362.1538391113281,335.0,1.0
357.989,13:23:59.816,465.598,34.301,15970.398,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.884,5.000,28.212303161621094,362.1538391113281,335.0,1.0
358.052,13:23:59.960,465.598,34.301,15970.398,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.884,5.000,28.212303161621094,362.1538391113281,335.0,1.0
358.196,13:24:00.023,461.326,35.243,16258.671,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.884,5.000,28.212303161621094,362.1538391113281,335.0,1.0
358.612,13:24:00.712,465.629,34.305,15973.506,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.914,5.000,28.212303161621094,362.1538391113281,335.0,1.0
358.947,13:24:00.855,465.361,34.352,15986.074,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.933,5.000,28.212303161621094,362.1538391113281,335.0,1.0
359.091,13:24:00.919,465.361,34.352,15986.074,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.933,5.000,28.212303161621094,362.1538391113281,335.0,1.0
359.155,13:24:00.982,465.361,34.352,15986.074,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.933,5.000,28.212303161621094,362.1538391113281,335.0,1.0
359.219,13:24:01.127,465.361,34.352,15986.074,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.933,5.000,28.212303161621094,362.1538391113281,335.0,1.0
359.363,13:24:01.191,465.330,34.357,15987.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.933,5.000,28.212303161621094,362.1538391113281,335.0,1.0
359.428,13:24:01.255,465.330,34.357,15987.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,61.933,5.000,28.212303161621094,362.1538391113281,335.0,1.0
359.491,13:24:01.399,465.330,34.357,15987.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.927,5.000,28.212303161621094,362.1538391113281,335.0,1.0
359.635,13:24:01.655,465.330,34.357,15987.208,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.927,5.000,28.212303161621094,362.1538391113281,335.0,1.0
359.891,13:24:01.798,461.450,35.205,16245.374,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.981,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.035,13:24:01.862,461.450,35.205,16245.374,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.981,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.099,13:24:01.927,461.450,35.205,16245.374,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,61.981,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.163,13:24:02.070,463.969,34.588,16047.686,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.982,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.307,13:24:02.135,463.969,34.588,16047.686,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.982,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.371,13:24:02.198,463.969,34.588,16047.686,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.982,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.435,13:24:02.342,463.969,34.588,16047.686,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.982,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.580,13:24:02.407,466.744,33.941,15841.810,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.982,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.642,13:24:02.661,466.744,33.941,15841.810,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.982,5.000,28.212303161621094,362.1538391113281,335.0,1.0
360.899,13:24:02.807,466.744,33.941,15841.810,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.991,47.812,0.940,61.993,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.043,13:24:02.870,463.977,34.571,16039.976,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.991,47.812,0.940,61.993,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.107,13:24:02.934,463.977,34.571,16039.976,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.991,47.812,0.940,61.993,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.170,13:24:03.078,463.977,34.571,16039.976,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.986,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.314,13:24:03.142,463.977,34.571,16039.976,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.986,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.379,13:24:03.206,466.792,33.932,15838.974,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.431,48.612,0.940,61.986,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.442,13:24:03.351,466.792,33.932,15838.974,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,62.021,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.587,13:24:03.414,466.792,33.932,15838.974,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,62.021,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.650,13:24:03.670,466.792,33.932,15838.974,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,62.021,5.000,28.212303161621094,362.1538391113281,335.0,1.0
361.906,13:24:03.814,462.763,34.848,16126.537,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.024,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.050,13:24:03.877,462.763,34.848,16126.537,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.024,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.113,13:24:03.941,462.763,34.848,16126.537,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.024,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.178,13:24:04.085,462.763,34.848,16126.537,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.033,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.322,13:24:04.149,464.247,34.506,16019.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.033,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.387,13:24:04.214,464.247,34.506,16019.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.033,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.450,13:24:04.357,464.247,34.506,16019.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.033,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.594,13:24:04.422,464.247,34.506,16019.531,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.033,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.657,13:24:04.676,460.190,35.368,16275.850,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,62.033,5.000,28.212303161621094,362.1538391113281,335.0,1.0
362.914,13:24:04.821,460.190,35.368,16275.850,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,62.081,5.000,28.212303161621094,362.1538391113281,335.0,1.0
363.057,13:24:04.884,462.345,34.932,16150.689,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,62.081,5.000,28.212303161621094,362.1538391113281,335.0,1.0
