t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,ADC_B_RAW,ADC_B_OFS,XSPARE5,ISR_CNT
332.676,13:23:34.503,464.903,34.523,16049.924,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.189,5.000,28.212303161621094,362.1538391113281,335.0,1.0
332.740,13:23:34.567,464.903,34.523,16049.924,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.189,5.000,28.212303161621094,362.1538391113281,335.0,1.0
332.804,13:23:34.711,464.903,34.523,16049.924,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.189,5.000,28.212303161621094,362.1538391113281,335.0,1.0
332.948,13:23:34.775,465.659,34.340,15990.823,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.189,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.012,13:23:35.031,465.659,34.340,15990.823,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.189,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.268,13:23:35.176,465.659,34.340,15990.823,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.329,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.412,13:23:35.239,464.996,34.503,16043.946,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.329,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.476,13:23:35.303,464.996,34.503,16043.946,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.329,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.540,13:23:35.447,464.996,34.503,16043.946,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.329,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.684,13:23:35.511,464.996,34.503,16043.946,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.329,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.747,13:23:35.574,465.654,34.350,15995.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.329,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.812,13:23:35.719,465.654,34.350,15995.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,59.393,5.000,28.212303161621094,362.1538391113281,335.0,1.0
333.955,13:23:35.782,465.654,34.350,15995.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,59.393,5.000,28.212303161621094,362.1538391113281,335.0,1.0
334.019,13:23:36.039,465.654,34.350,15995.082,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,59.393,5.000,28.212303161621094,362.1538391113281,335.0,1.0
334.275,13:23:36.183,465.080,34.488,16039.805,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.483,5.000,28.212303161621094,362.1538391113281,335.0,1.0
334.419,13:23:36.246,465.080,34.488,16039.805,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.483,5.000,28.212303161621094,362.1538391113281,335.0,1.0
334.483,13:23:36.311,465.080,34.488,16039.805,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.483,5.000,28.212303161621094,362.1538391113281,335.0,1.0
334.547,13:23:36.454,465.417,34.405,16012.521,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,59.539,5.000,28.212303161621094,362.1538391113281,335.0,1.0
335.026,13:23:37.126,465.156,34.481,16038.828,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.628,5.000,28.212303161621094,362.1538391113281,335.0,1.0
335.363,13:23:37.270,461.531,35.275,16280.302,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,59.688,5.000,28.212303161621094,362.1538391113281,335.0,1.0
335.507,13:23:37.334,461.531,35.275,16280.302,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,59.688,5.000,28.212303161621094,362.1538391113281,335.0,1.0
335.570,13:23:37.398,461.531,35.275,16280.302,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,59.688,5.000,28.212303161621094,362.1538391113281,335.0,1.0
335.635,13:23:37.542,461.531,35.275,16280.302,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,59.688,5.000,28.212303161621094,362.1538391113281,335.0,1.0
335.779,13:23:37.606,465.640,34.350,15994.489,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,59.688,5.000,28.212303161621094,362.1538391113281,335.0,1.0
335.842,13:23:37.669,465.640,34.350,15994.489,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,59.688,5.000,28.212303161621094,362.1538391113281,335.0,1.0
335.906,13:23:37.813,465.640,34.350,15994.489,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,59.730,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.051,13:23:38.070,465.640,34.350,15994.489,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,59.730,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.306,13:23:38.213,465.112,34.465,16030.211,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.807,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.450,13:23:38.278,465.112,34.465,16030.211,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.807,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.514,13:23:38.342,465.112,34.465,16030.211,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,59.807,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.577,13:23:38.486,465.241,34.454,16029.587,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,59.873,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.722,13:23:38.549,465.241,34.454,16029.587,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,59.873,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.785,13:23:38.613,465.241,34.454,16029.587,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,59.873,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.850,13:23:38.757,465.241,34.454,16029.587,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,59.873,5.000,28.212303161621094,362.1538391113281,335.0,1.0
336.993,13:23:38.821,467.606,33.861,15833.695,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,59.873,5.000,28.212303161621094,362.1538391113281,335.0,1.0
337.058,13:23:39.364,467.606,33.861,15833.695,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,59.873,5.000,28.212303161621094,,335.0,1.0
337.601,13:23:39.509,464.006,34.726,16113.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,59.957,5.000,28.212303161621094,,335.0,1.0
337.745,13:23:39.572,464.006,34.726,16113.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,59.957,5.000,28.212303161621094,,335.0,1.0
337.810,13:23:39.637,466.887,34.048,15896.740,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,59.957,5.000,28.212303161621094,,335.0,1.0
337.873,13:23:40.040,466.887,34.048,15896.740,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.391,48.212,0.940,59.957,5.000,28.212303161621094,,335.0,1.0
338.273,13:23:40.372,470.357,33.174,15603.708,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.630,47.812,0.940,60.051,5.000,28.212303161621094,362.1538391113281,335.0,1.0
338.608,13:23:40.515,467.771,33.825,15822.411,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.025,5.000,28.212303161621094,362.1538391113281,335.0,1.0
338.752,13:23:40.579,467.771,33.825,15822.411,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.025,5.000,28.212303161621094,362.1538391113281,335.0,1.0
338.816,13:23:40.643,467.771,33.825,15822.411,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.025,5.000,28.212303161621094,362.1538391113281,335.0,1.0
338.880,13:23:40.788,467.771,33.825,15822.411,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.025,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.025,13:23:40.852,464.333,34.643,16085.786,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.025,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.089,13:23:40.916,464.333,34.643,16085.786,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.025,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.152,13:23:41.060,464.333,34.643,16085.786,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.007,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.297,13:23:41.315,464.333,34.643,16085.786,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.007,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.552,13:23:41.459,466.589,34.118,15919.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.105,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.696,13:23:41.523,466.589,34.118,15919.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.105,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.760,13:23:41.587,466.589,34.118,15919.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.105,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.824,13:23:41.731,466.589,34.118,15919.268,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.164,5.000,28.212303161621094,362.1538391113281,335.0,1.0
339.967,13:23:41.795,464.393,34.649,16090.916,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.164,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.031,13:23:41.858,464.393,34.649,16090.916,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.164,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.096,13:23:42.003,464.393,34.649,16090.916,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.164,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.239,13:23:42.066,466.450,34.158,15933.150,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.164,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.304,13:23:42.323,466.450,34.158,15933.150,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.164,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.560,13:23:42.467,466.450,34.158,15933.150,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.203,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.703,13:23:42.530,464.562,34.597,16072.469,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.203,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.767,13:23:42.594,464.562,34.597,16072.469,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.203,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.831,13:23:42.738,464.562,34.597,16072.469,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.263,5.000,28.212303161621094,362.1538391113281,335.0,1.0
340.975,13:23:42.802,464.562,34.597,16072.469,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.263,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.039,13:23:42.866,464.562,34.597,16072.469,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.263,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.104,13:23:43.010,466.327,34.199,15947.785,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.312,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.247,13:23:43.074,466.327,34.199,15947.785,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.312,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.311,13:23:43.330,466.327,34.199,15947.785,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.312,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.567,13:23:43.475,464.544,34.601,16073.845,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.375,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.710,13:23:43.537,464.544,34.601,16073.845,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.375,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.774,13:23:43.601,464.544,34.601,16073.845,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.375,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.839,13:23:43.746,464.544,34.601,16073.845,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,60.382,5.000,28.212303161621094,362.1538391113281,335.0,1.0
341.982,13:23:43.810,466.133,34.233,15957.164,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,60.382,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.047,13:23:43.874,466.133,34.233,15957.164,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,60.382,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.111,13:23:44.018,466.133,34.233,15957.164,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,60.382,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.255,13:23:44.082,466.133,34.233,15957.164,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,60.382,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.319,13:23:44.337,464.835,34.521,16046.553,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,47.992,47.812,0.940,60.382,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.574,13:23:44.481,464.835,34.521,16046.553,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.440,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.718,13:23:44.545,466.078,34.234,15955.889,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.440,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.781,13:23:44.609,466.078,34.234,15955.889,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.440,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.847,13:23:44.754,466.078,34.234,15955.889,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.518,5.000,28.212303161621094,362.1538391113281,335.0,1.0
342.990,13:23:44.817,466.078,34.234,15955.889,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.518,5.000,28.212303161621094,362.1538391113281,335.0,1.0
343.053,13:23:44.881,466.078,34.234,15955.889,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.518,5.000,28.212303161621094,362.1538391113281,335.0,1.0
343.118,13:23:45.025,464.776,34.535,16050.944,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.510,5.000,28.212303161621094,362.1538391113281,335.0,1.0
343.261,13:23:45.089,464.776,34.535,16050.944,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.510,5.000,28.212303161621094,362.1538391113281,335.0,1.0
343.326,13:23:45.361,464.776,34.535,16050.944,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.510,5.000,28.212303161621094,362.1538391113281,335.0,1.0
343.597,13:23:45.504,466.006,34.254,15962.670,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.573,5.000,28.212303161621094,362.1538391113281,335.0,1.0
343.741,13:23:45.568,466.006,34.254,15962.670,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.573,5.000,28.212303161621094,362.1538391113281,335.0,1.0
343.805,13:23:45.632,466.006,34.254,15962.670,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.573,5.000,28.212303161621094,362.1538391113281,335.0,1.0
343.869,13:23:45.776,466.006,34.254,15962.670,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.626,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.013,13:23:45.841,465.114,34.458,16027.033,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.626,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.077,13:23:45.904,465.114,34.458,16027.033,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.626,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.142,13:23:46.049,465.114,34.458,16027.033,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.626,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.284,13:23:46.112,465.114,34.458,16027.033,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.626,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.349,13:23:46.368,465.923,34.257,15961.346,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.430,48.612,0.940,60.626,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.604,13:23:46.512,465.923,34.257,15961.346,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.650,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.748,13:23:46.576,461.547,35.241,16265.563,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.650,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.814,13:23:46.641,461.547,35.241,16265.563,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.650,5.000,28.212303161621094,362.1538391113281,335.0,1.0
344.876,13:23:46.784,461.547,35.241,16265.563,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.702,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.020,13:23:46.847,461.547,35.241,16265.563,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.702,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.084,13:23:46.911,461.547,35.241,16265.563,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.702,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.148,13:23:47.055,465.659,34.325,15983.619,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.743,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.293,13:23:47.120,465.659,34.325,15983.619,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.743,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.356,13:23:47.375,465.659,34.325,15983.619,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.743,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.612,13:23:47.519,461.266,35.299,16282.123,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,60.757,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.756,13:23:47.583,461.266,35.299,16282.123,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,60.757,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.821,13:23:47.648,461.266,35.299,16282.123,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,60.757,5.000,28.212303161621094,362.1538391113281,335.0,1.0
345.884,13:23:47.791,461.266,35.299,16282.123,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.809,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.029,13:23:47.856,465.810,34.296,15975.396,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.809,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.092,13:23:47.920,465.810,34.296,15975.396,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.809,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.156,13:23:48.063,465.810,34.296,15975.396,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.809,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.300,13:23:48.127,465.810,34.296,15975.396,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.809,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.364,13:23:48.383,461.388,35.272,16274.072,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.809,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.619,13:23:48.527,461.388,35.272,16274.072,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,60.902,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.763,13:23:48.590,465.300,34.401,16006.601,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,60.902,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.827,13:23:48.654,465.300,34.401,16006.601,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,60.902,5.000,28.212303161621094,362.1538391113281,335.0,1.0
346.891,13:23:48.799,465.300,34.401,16006.601,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.926,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.036,13:23:48.863,465.300,34.401,16006.601,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.926,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.099,13:23:48.926,465.300,34.401,16006.601,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,60.926,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.163,13:23:49.071,461.496,35.236,16261.312,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.979,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.307,13:23:49.135,461.496,35.236,16261.312,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.979,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.371,13:23:49.390,461.496,35.236,16261.312,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.979,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.626,13:23:49.534,461.568,35.219,16256.153,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.993,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.770,13:23:49.598,461.568,35.219,16256.153,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.993,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.834,13:23:49.662,461.568,35.219,16256.153,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.392,48.212,0.940,60.993,5.000,28.212303161621094,362.1538391113281,335.0,1.0
347.899,13:23:49.822,461.568,35.219,16256.153,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.069,5.000,28.212303161621094,362.1538391113281,335.0,1.0
348.058,13:23:49.885,459.724,35.610,16370.844,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.069,5.000,28.212303161621094,362.1538391113281,335.0,1.0
348.123,13:23:49.950,459.724,35.610,16370.844,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.069,5.000,28.212303161621094,362.1538391113281,335.0,1.0
348.186,13:23:50.094,459.724,35.610,16370.844,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.069,5.000,28.212303161621094,362.1538391113281,335.0,1.0
348.330,13:23:50.157,459.724,35.610,16370.844,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.069,5.000,28.212303161621094,362.1538391113281,335.0,1.0
348.395,13:23:50.414,465.417,34.375,15998.811,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.792,48.612,0.940,61.069,5.000,28.212303161621094,362.1538391113281,335.0,1.0
348.651,13:23:50.557,465.417,34.375,15998.811,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.112,5.000,28.212303161621094,362.1538391113281,335.0,1.0
348.794,13:23:50.621,462.626,34.988,16186.328,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.030,48.212,0.940,61.112,5.000,28.212303161621094,362.1538391113281,335.0,1.0
