t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,ADC_B_RAW,ADC_B_OFS,XSPARE5,FAULT_UV_CNT
77.246,13:16:01.483,457.716,36.190,16564.953,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.134,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
77.391,13:16:01.546,457.716,36.190,16564.953,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.134,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
77.455,13:16:01.611,457.716,36.190,16564.953,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.134,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
77.519,13:16:01.754,460.234,35.667,16415.326,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.147,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
77.663,13:16:01.819,460.234,35.667,16415.326,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.147,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
77.727,13:16:02.074,460.234,35.667,16415.326,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.147,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
77.982,13:16:02.217,464.257,34.730,16123.799,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.417,48.237,0.940,62.183,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.126,13:16:02.282,464.257,34.730,16123.799,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.417,48.237,0.940,62.183,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.191,13:16:02.346,464.257,34.730,16123.799,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.417,48.237,0.940,62.183,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.254,13:16:02.490,464.257,34.730,16123.799,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.417,48.237,0.940,62.183,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.398,13:16:02.553,463.152,35.000,16210.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.417,48.237,0.940,62.183,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.462,13:16:02.617,463.152,35.000,16210.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.417,48.237,0.940,62.183,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.526,13:16:02.761,463.152,35.000,16210.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.255,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.671,13:16:02.826,463.152,35.000,16210.165,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.255,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.733,13:16:03.080,458.788,35.975,16504.949,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.255,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
78.990,13:16:03.225,458.788,35.975,16504.949,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.279,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.134,13:16:03.289,458.788,35.975,16504.949,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.279,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.198,13:16:03.353,460.351,35.632,16403.201,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.279,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.261,13:16:03.498,460.351,35.632,16403.201,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.299,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.406,13:16:03.561,460.351,35.632,16403.201,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.299,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.469,13:16:03.624,460.351,35.632,16403.201,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.299,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.533,13:16:03.768,460.351,35.632,16403.201,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.329,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.677,13:16:03.832,464.335,34.712,16117.805,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.329,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.741,13:16:04.088,464.335,34.712,16117.805,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.329,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
79.996,13:16:04.233,462.812,35.075,16233.243,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.349,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
80.141,13:16:04.297,462.812,35.075,16233.243,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.349,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
80.205,13:16:04.361,462.812,35.075,16233.243,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.349,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
80.268,13:16:04.504,462.812,35.075,16233.243,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.349,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
80.413,13:16:04.568,458.708,35.981,16504.600,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.349,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
80.477,13:16:04.632,458.708,35.981,16504.600,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.349,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
80.541,13:16:04.775,458.708,35.981,16504.600,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.382,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
80.685,13:16:04.841,458.708,35.981,16504.600,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.382,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
80.748,13:16:05.096,458.708,35.981,16504.600,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.382,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.004,13:16:05.240,458.341,36.069,16531.729,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.417,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.148,13:16:05.303,458.341,36.069,16531.729,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.417,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.212,13:16:05.367,464.741,34.607,16083.353,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.417,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.276,13:16:05.512,464.741,34.607,16083.353,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.438,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.420,13:16:05.576,464.741,34.607,16083.353,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.438,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.485,13:16:05.640,464.741,34.607,16083.353,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.438,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.548,13:16:05.783,464.741,34.607,16083.353,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.452,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.692,13:16:05.847,464.857,34.574,16071.791,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.452,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
81.756,13:16:06.103,464.857,34.574,16071.791,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.452,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.011,13:16:06.247,458.212,36.083,16533.734,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.492,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.156,13:16:06.311,458.212,36.083,16533.734,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.492,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.220,13:16:06.376,458.212,36.083,16533.734,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.492,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.284,13:16:06.519,458.212,36.083,16533.734,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.492,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.428,13:16:06.584,464.826,34.584,16075.742,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.492,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.492,13:16:06.648,464.826,34.584,16075.742,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.492,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.556,13:16:06.791,464.826,34.584,16075.742,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.471,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.700,13:16:06.855,464.826,34.584,16075.742,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.471,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
82.763,13:16:07.111,464.826,34.584,16075.742,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.471,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.020,13:16:07.254,458.201,36.094,16538.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.552,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.163,13:16:07.318,458.201,36.094,16538.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.552,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.228,13:16:07.383,462.385,35.166,16260.380,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.552,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.291,13:16:07.527,462.385,35.166,16260.380,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.568,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.435,13:16:07.591,462.385,35.166,16260.380,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.568,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.500,13:16:07.655,462.385,35.166,16260.380,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.568,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.562,13:16:07.798,462.385,35.166,16260.380,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.593,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.707,13:16:07.862,462.359,35.177,16264.194,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.593,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
83.770,13:16:08.118,462.359,35.177,16264.194,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.593,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.026,13:16:08.262,457.804,36.157,16552.828,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.646,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.170,13:16:08.326,457.804,36.157,16552.828,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.646,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.235,13:16:08.390,457.804,36.157,16552.828,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.646,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.298,13:16:08.534,457.804,36.157,16552.828,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.646,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.443,13:16:08.598,465.180,34.488,16042.912,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.646,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.507,13:16:08.662,465.180,34.488,16042.912,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.646,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.571,13:16:08.805,465.180,34.488,16042.912,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.607,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.714,13:16:08.869,465.180,34.488,16042.912,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.607,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
84.778,13:16:09.125,465.180,34.488,16042.912,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.607,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.033,13:16:09.269,461.342,35.396,16329.891,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.669,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.178,13:16:09.333,461.342,35.396,16329.891,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.669,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.242,13:16:09.397,461.435,35.370,16321.093,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.669,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.305,13:16:09.542,461.435,35.370,16321.093,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.700,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.450,13:16:09.606,461.435,35.370,16321.093,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.700,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.514,13:16:09.669,461.435,35.370,16321.093,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.700,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.577,13:16:09.813,461.435,35.370,16321.093,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.700,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.722,13:16:09.877,461.520,35.345,16312.630,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.700,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
85.786,13:16:10.133,461.520,35.345,16312.630,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.700,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.042,13:16:10.276,461.520,35.345,16312.630,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.857,49.037,0.940,62.728,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.185,13:16:10.340,461.527,35.361,16320.206,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.857,49.037,0.940,62.728,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.249,13:16:10.405,461.527,35.361,16320.206,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.857,49.037,0.940,62.728,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.313,13:16:10.549,461.527,35.361,16320.206,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.857,49.037,0.940,62.728,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.457,13:16:10.612,461.980,35.251,16285.085,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.857,49.037,0.940,62.728,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.521,13:16:10.676,461.980,35.251,16285.085,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.857,49.037,0.940,62.728,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.585,13:16:10.821,461.980,35.251,16285.085,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.756,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.728,13:16:10.884,461.980,35.251,16285.085,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.756,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
86.793,13:16:11.141,461.980,35.251,16285.085,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.756,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.049,13:16:11.283,465.423,34.429,16024.127,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.764,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.193,13:16:11.348,465.423,34.429,16024.127,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.764,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.256,13:16:11.412,465.423,34.429,16024.127,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.456,48.637,0.940,62.764,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.321,13:16:11.557,461.656,35.321,16306.357,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.770,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.464,13:16:11.620,461.656,35.321,16306.357,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.770,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.528,13:16:11.684,461.656,35.321,16306.357,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.770,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.592,13:16:11.828,461.656,35.321,16306.357,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.770,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.736,13:16:11.891,461.551,35.348,16314.921,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.770,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
87.800,13:16:12.147,461.551,35.348,16314.921,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.770,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.056,13:16:12.292,461.551,35.348,16314.921,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.200,13:16:12.356,462.106,35.225,16277.540,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.264,13:16:12.419,462.106,35.225,16277.540,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.328,13:16:12.564,462.106,35.225,16277.540,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.471,13:16:12.627,462.106,35.225,16277.540,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.535,13:16:12.691,461.629,35.334,16311.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.457,48.637,0.940,62.826,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.600,13:16:12.834,461.629,35.334,16311.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.857,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.743,13:16:12.899,461.629,35.334,16311.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.857,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
88.808,13:16:13.459,461.629,35.334,16311.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.818,48.637,0.940,62.857,5.000,0.10000000149011612,371.8241882324219,,103.0
89.368,13:16:13.603,460.466,35.596,16390.559,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.897,5.000,0.10000000149011612,371.8241882324219,,103.0
89.511,13:16:13.666,460.466,35.596,16390.559,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.897,5.000,0.10000000149011612,371.8241882324219,,103.0
89.575,13:16:13.730,460.466,35.596,16390.559,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.897,5.000,0.10000000149011612,371.8241882324219,,103.0
89.639,13:16:13.874,460.466,35.596,16390.559,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.897,5.000,0.10000000149011612,371.8241882324219,,103.0
89.783,13:16:13.939,463.390,34.918,16180.855,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.897,5.000,0.10000000149011612,371.8241882324219,,103.0
89.846,13:16:14.194,463.390,34.918,16180.855,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.897,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.103,13:16:14.338,463.390,34.918,16180.855,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.246,13:16:14.401,460.479,35.586,16386.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.310,13:16:14.465,460.479,35.586,16386.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.374,13:16:14.610,460.479,35.586,16386.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.519,13:16:14.674,460.479,35.586,16386.453,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.582,13:16:14.738,463.110,34.980,16199.776,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.817,48.637,0.940,62.945,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.646,13:16:14.881,463.110,34.980,16199.776,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.950,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.790,13:16:14.945,463.110,34.980,16199.776,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.950,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
90.854,13:16:15.201,463.110,34.980,16199.776,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.950,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.109,13:16:15.345,460.786,35.511,16362.904,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.955,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.254,13:16:15.410,460.786,35.511,16362.904,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.955,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.318,13:16:15.474,460.786,35.511,16362.904,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.856,49.037,0.940,62.955,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.382,13:16:15.617,463.087,35.000,16208.096,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.978,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.525,13:16:15.681,463.087,35.000,16208.096,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.978,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.590,13:16:15.745,463.087,35.000,16208.096,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.978,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.654,13:16:15.889,463.087,35.000,16208.096,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.978,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.798,13:16:15.953,460.728,35.517,16363.517,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.978,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
91.861,13:16:16.208,460.728,35.517,16363.517,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.978,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
92.118,13:16:16.353,460.728,35.517,16363.517,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,48.418,48.237,0.940,62.985,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
