t_to_trip_s,vDcInst,idc_units,iq_shed
-10.0,476.5,19.51,0.9999
-9.92,477.23,19.46,0.9999
-9.84,477.95,19.42,0.9999
-9.76,477.71,19.31,0.9999
-9.68,478.43,19.27,0.9999
-9.6,478.43,19.22,0.9999
-9.52,477.71,19.22,0.9999
-9.44,478.43,19.19,0.9999
-9.36,478.19,19.16,0.9999
-9.28,477.71,19.18,0.9999
-9.2,478.92,19.12,0.9999
-9.12,479.4,19.13,0.9999
-9.04,477.95,19.15,0.9999
-8.96,476.98,19.29,0.9999
-8.88,477.47,19.29,0.9999
-8.8,478.68,19.27,0.9999
-8.72,476.98,19.29,0.9999
-8.64,478.43,19.34,0.9999
-8.56,478.19,19.32,0.9999
-8.48,477.95,19.33,0.9999
-8.4,476.26,19.32,0.9999
-8.32,476.5,19.32,0.9999
-8.24,476.98,19.37,0.9999
-8.16,475.53,19.46,0.9999
-8.08,476.74,19.5,0.9999
-8.0,476.5,19.53,0.9999
-7.92,476.02,19.54,0.9999
-7.84,474.81,19.56,0.9999
-7.76,475.53,19.59,0.9999
-7.68,476.26,19.59,0.9999
-7.6,475.29,19.6,0.9999
-7.52,476.26,19.59,0.9999
-7.44,476.74,19.63,0.9999
-7.36,475.53,19.49,0.9999
-7.28,475.78,19.45,0.9999
-7.2,476.74,19.47,0.9999
-7.12,476.02,19.47,0.9999
-7.04,476.98,19.46,0.9999
-6.96,477.23,19.45,0.9999
-6.88,477.47,19.46,0.9999
-6.8,476.74,19.41,0.9999
-6.72,476.98,19.43,0.9999
-6.64,478.68,19.4,0.9999
-6.56,477.47,19.28,0.9999
-6.48,478.43,19.25,0.9999
-6.4,478.68,19.2,0.9999
-6.32,478.68,19.17,0.9999
-6.24,477.71,19.18,0.9999
-6.16,477.71,19.16,0.9999
-6.08,478.68,19.14,0.9999
-6.0,478.19,19.12,0.9999
-5.92,479.4,19.12,0.9999
-5.84,478.43,19.08,0.9999
-5.76,477.95,19.24,0.9999
-5.68,476.98,19.27,0.9999
-5.6,477.23,19.27,0.9999
-5.52,477.47,19.26,0.9999
-5.44,476.98,19.28,0.9999
-5.36,476.98,19.33,0.9999
-5.28,478.19,19.29,0.9999
-5.2,477.71,19.32,0.9999
-5.12,476.74,19.33,0.9999
-5.04,476.02,19.34,0.9999
-4.96,476.5,19.44,0.9999
-4.88,475.29,19.51,0.9999
-4.8,475.78,19.53,0.9999
-4.72,476.02,19.55,0.9999
-4.64,476.26,19.57,0.9999
-4.56,474.57,19.56,0.9999
-4.48,475.29,19.58,0.9999
-4.4,474.57,19.59,0.9999
-4.32,474.32,19.62,0.9999
-4.24,474.32,19.62,0.9999
-4.16,474.57,19.75,0.9999
-4.08,473.36,19.8,0.9999
-4.0,474.57,19.76,0.9999
-3.92,473.84,19.81,0.9999
-3.84,474.32,19.85,0.9999
-3.76,474.08,19.84,0.9999
-3.68,474.32,19.92,0.9999
-3.6,472.63,19.94,0.9999
-3.52,475.53,19.9,0.9999
-3.44,473.84,19.97,0.9999
-3.36,473.84,19.88,0.9999
-3.28,473.84,19.84,0.9999
-3.2,474.81,19.86,0.9999
-3.12,473.36,19.85,0.9999
-3.04,475.29,19.83,0.9999
-2.96,473.6,19.81,0.9999
-2.88,474.57,19.81,0.9999
-2.8,475.29,19.82,0.9999
-2.72,474.32,19.76,0.9999
-2.64,473.6,19.78,0.9999
-2.56,475.05,19.73,0.9999
-2.48,475.29,19.62,0.9999
-2.4,475.78,19.61,0.9999
-2.32,476.26,19.57,0.9999
-2.24,476.74,19.55,0.9999
-2.16,475.53,19.54,0.9999
-2.08,475.29,19.53,0.9999
-2.0,476.26,19.5,0.9999
-1.92,476.02,19.49,0.9999
-1.84,477.95,19.47,0.9999
-1.76,478.43,19.43,0.9999
-1.68,478.68,19.28,0.9999
-1.6,476.98,19.26,0.9999
-1.52,477.71,19.26,0.9999
-1.44,478.43,19.19,0.9999
-1.36,477.47,19.2,0.9999
-1.28,478.43,19.19,0.9999
-1.2,478.43,19.16,0.9999
-1.12,479.4,19.15,0.9999
-1.04,477.71,19.15,0.9999
-0.96,477.23,19.18,0.9999
-0.88,478.19,19.28,0.9999
-0.8,477.47,19.27,0.9999
-0.72,476.74,19.3,0.9999
-0.64,476.98,19.29,0.9999
-0.56,477.95,19.3,0.9999
-0.48,476.98,19.3,0.9999
-0.4,476.5,19.32,0.9999
-0.32,478.43,19.33,0.9999
-0.24,477.47,19.33,0.9999
-0.16,477.71,19.32,0.9999
-0.08,391.89,19.18,0.9999
0.0,271.73,16.14,0.9999
